key_resp.keys,key_resp.corr,key_resp.rt,present_segment.thisRepN,present_segment.thisTrialN,present_segment.thisN,present_segment.thisIndex,present_segment.ran,pictures,answer,clock,segment,participant,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,compare_segment.thisRepN,compare_segment.thisTrialN,compare_segment.thisN,compare_segment.thisIndex,compare_segment.ran,item_a,item_b,clock_conditions.thisRepN,clock_conditions.thisTrialN,clock_conditions.thisN,clock_conditions.thisIndex,clock_conditions.ran,present,compare
0.0,1.0,0.659,0.0,4.0,4.0,4.0,1.0,soda_fountain_03s.jpg,0.0,Yellow.png,1.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,0.661,0.0,5.0,5.0,5.0,1.0,raccoon_02s.jpg,1.0,Green.png,1.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.666,0.0,6.0,6.0,6.0,1.0,feather02.jpg,0.0,Blue.png,2.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,1.865,0.0,7.0,7.0,7.0,1.0,raccoon_02s.jpg,1.0,Purple.png,2.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,0.98,0.0,8.0,8.0,8.0,1.0,feather02.jpg,1.0,Red.png,2.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.768,0.0,9.0,9.0,9.0,1.0,rug_09s.jpg,0.0,Orange.png,2.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,0.954,0.0,10.0,10.0,10.0,1.0,feather02.jpg,1.0,Yellow.png,2.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.681,0.0,11.0,11.0,11.0,1.0,cushion_08s.jpg,0.0,Green.png,2.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,0.915,0.0,12.0,12.0,12.0,1.0,feather02.jpg,1.0,Blue.png,3.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.624,0.0,13.0,13.0,13.0,1.0,feather02.jpg,0.0,Purple.png,3.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.866,0.0,14.0,14.0,14.0,1.0,ice_pack_09s.jpg,0.0,Red.png,3.0,113,,,,,,,,,,,,,,,,,
,0.0,,0.0,15.0,15.0,15.0,1.0,ice_pack_09s.jpg,0.0,Orange.png,3.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.888,0.0,16.0,16.0,16.0,1.0,loom_05s.jpg,0.0,Yellow.png,3.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,0.882,0.0,17.0,17.0,17.0,1.0,ice_pack_09s.jpg,1.0,Green.png,3.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.033,0.0,18.0,18.0,18.0,1.0,ice_pack_09s.jpg,0.0,Blue.png,4.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,0.708,0.0,19.0,19.0,19.0,1.0,ice_pack_09s.jpg,1.0,Purple.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,0.0,1.106,0.0,20.0,20.0,20.0,1.0,ice_pack_09s.jpg,1.0,Red.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.034,0.0,21.0,21.0,21.0,1.0,blazer_02s.jpg,0.0,Orange.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.824,0.0,22.0,22.0,22.0,1.0,penlight_12s.jpg,0.0,Yellow.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.711,0.0,23.0,23.0,23.0,1.0,swan_11s.jpg,0.0,Green.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.751,0.0,24.0,24.0,24.0,1.0,plunger_08s.jpg,0.0,Blue.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.979,0.0,25.0,25.0,25.0,1.0,bottle_opener_11s.jpg,0.0,Purple.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.058,0.0,26.0,26.0,26.0,1.0,checkbook_11s.jpg,0.0,Red.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.167,0.0,27.0,27.0,27.0,1.0,ink_08s.jpg,0.0,Orange.png,5.0,113,,,,,,,,,,,,,,,,,
1.0,0.0,1.855,0.0,28.0,28.0,28.0,1.0,plunger_08s.jpg,0.0,Yellow.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.853,0.0,29.0,29.0,29.0,1.0,pencil02a.jpg,0.0,Green.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.472,0.0,30.0,30.0,30.0,1.0,ginger_09s.jpg,0.0,Blue.png,6.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.827,0.0,31.0,31.0,31.0,1.0,taxi_15s.jpg,0.0,Purple.png,6.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.877,0.0,32.0,32.0,32.0,1.0,toy_04s.jpg,0.0,Red.png,6.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.37,0.0,33.0,33.0,33.0,1.0,blowfish_03s.jpg,0.0,Orange.png,6.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.714,0.0,34.0,34.0,34.0,1.0,toilet_paper_12s.jpg,0.0,Yellow.png,6.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.703,0.0,35.0,35.0,35.0,1.0,puddle_02s.jpg,0.0,Green.png,6.0,113,,,,,,,,,,,,,,,,,
,,,,,,,,,1.0,,,113,1.0,1.0,1.647,0.0,0.0,0.0,0.0,1.0,ink_08s.jpg,ginger_09s.jpg,,,,,,,
,,,,,,,,,0.0,,,113,0.0,1.0,1.644,0.0,1.0,1.0,1.0,1.0,puddle_02s.jpg,toy_04s.jpg,,,,,,,
,,,,,,,,,0.0,,,113,1.0,0.0,1.456,0.0,2.0,2.0,2.0,1.0,bottle_opener_11s.jpg,penlight_12s.jpg,,,,,,,
,,,,,,,,,0.0,,,113,0.0,1.0,1.661,0.0,3.0,3.0,3.0,1.0,checkbook_11s.jpg,swan_11s.jpg,,,,,,,
,,,,,,,,,1.0,,,113,0.0,0.0,1.38,0.0,4.0,4.0,4.0,1.0,taxi_15s.jpg,toilet_paper_12s.jpg,,,,,,,
,,,,,,,,,1.0,,,113,1.0,1.0,1.494,0.0,5.0,5.0,5.0,1.0,crayon_09s.jpg,soda_fountain_03s.jpg,,,,,,,
,,,,,,,,,,,,113,,,,,,,,,,,0.0,4.0,4.0,4.0,1.0,new2backpresent_5_4.xlsx,new2back_compare_task_5_4.xlsx
0.0,1.0,1.117,0.0,0.0,0.0,0.0,1.0,flask_04s.jpg,0.0,Blue.png,1.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.074,0.0,1.0,1.0,1.0,1.0,kimono_13s.jpg,0.0,Purple.png,1.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.66,0.0,2.0,2.0,2.0,1.0,limousine_12s.jpg,0.0,Red.png,1.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.605,0.0,3.0,3.0,3.0,1.0,lectern_08s.jpg,0.0,Orange.png,1.0,113,,,,,,,,,,,,,,,,,
1.0,0.0,1.306,0.0,4.0,4.0,4.0,1.0,kimono_13s.jpg,0.0,Yellow.png,1.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.892,0.0,5.0,5.0,5.0,1.0,doily_13s.jpg,0.0,Green.png,1.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,0.604,0.0,6.0,6.0,6.0,1.0,kimono_13s.jpg,1.0,Blue.png,2.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.781,0.0,7.0,7.0,7.0,1.0,razor_blade_01b.jpg,0.0,Purple.png,2.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.914,0.0,8.0,8.0,8.0,1.0,razor_blade_01b.jpg,0.0,Red.png,2.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.713,0.0,9.0,9.0,9.0,1.0,champagne_18s.jpg,0.0,Orange.png,2.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.964,0.0,10.0,10.0,10.0,1.0,stamp1_11s.jpg,0.0,Yellow.png,2.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,0.769,0.0,11.0,11.0,11.0,1.0,champagne_18s.jpg,1.0,Green.png,2.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.938,0.0,12.0,12.0,12.0,1.0,crossbow_10s.jpg,0.0,Blue.png,3.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.7,0.0,13.0,13.0,13.0,1.0,briefcase_03s.jpg,0.0,Purple.png,3.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.774,0.0,14.0,14.0,14.0,1.0,jersey_02s.jpg,0.0,Red.png,3.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,0.882,0.0,15.0,15.0,15.0,1.0,briefcase_03s.jpg,1.0,Orange.png,3.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.998,0.0,16.0,16.0,16.0,1.0,oil_02s.jpg,0.0,Yellow.png,3.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.885,0.0,17.0,17.0,17.0,1.0,tinsel_12s.jpg,0.0,Green.png,3.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.633,0.0,18.0,18.0,18.0,1.0,flask_04s.jpg,0.0,Blue.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.716,0.0,19.0,19.0,19.0,1.0,fork_04s.jpg,0.0,Purple.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.892,0.0,20.0,20.0,20.0,1.0,purse_05s.jpg,0.0,Red.png,4.0,113,,,,,,,,,,,,,,,,,
1.0,0.0,0.966,0.0,21.0,21.0,21.0,1.0,flask_04s.jpg,0.0,Orange.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.031,0.0,22.0,22.0,22.0,1.0,sledgehammer_03s.jpg,0.0,Yellow.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.075,0.0,23.0,23.0,23.0,1.0,turf_03s.jpg,0.0,Green.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.941,0.0,24.0,24.0,24.0,1.0,omelet_07s.jpg,0.0,Blue.png,5.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,0.958,0.0,25.0,25.0,25.0,1.0,turf_03s.jpg,1.0,Purple.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.695,0.0,26.0,26.0,26.0,1.0,clover_04s.jpg,0.0,Red.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.778,0.0,27.0,27.0,27.0,1.0,lip_gloss_06s.jpg,0.0,Orange.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.864,0.0,28.0,28.0,28.0,1.0,amber_04s.jpg,0.0,Yellow.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.796,0.0,29.0,29.0,29.0,1.0,tortilla_06s.jpg,0.0,Green.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.38,0.0,30.0,30.0,30.0,1.0,razor_blade_01b.jpg,0.0,Blue.png,6.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.88,0.0,31.0,31.0,31.0,1.0,tape_measure_11s.jpg,0.0,Purple.png,6.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,0.551,0.0,32.0,32.0,32.0,1.0,razor_blade_01b.jpg,1.0,Red.png,6.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.929,0.0,33.0,33.0,33.0,1.0,razor_blade_01b.jpg,0.0,Orange.png,6.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.224,0.0,34.0,34.0,34.0,1.0,stingray_02s.jpg,0.0,Yellow.png,6.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.653,0.0,35.0,35.0,35.0,1.0,harpoon.jpg,0.0,Green.png,6.0,113,,,,,,,,,,,,,,,,,
,,,,,,,,,1.0,,,113,1.0,1.0,1.723,0.0,0.0,0.0,0.0,1.0,oil_02s.jpg,fork_04s.jpg,,,,,,,
,,,,,,,,,0.0,,,113,0.0,1.0,1.262,0.0,1.0,1.0,1.0,1.0,doily_13s.jpg,limousine_12s.jpg,,,,,,,
,,,,,,,,,0.0,,,113,1.0,0.0,1.848,0.0,2.0,2.0,2.0,1.0,lip_gloss_06s.jpg,omelet_07s.jpg,,,,,,,
,,,,,,,,,0.0,,,113,1.0,0.0,1.705,0.0,3.0,3.0,3.0,1.0,tape_measure_11s.jpg,amber_04s.jpg,,,,,,,
,,,,,,,,,0.0,,,113,1.0,0.0,1.566,0.0,4.0,4.0,4.0,1.0,tortilla_06s.jpg,clover_04s.jpg,,,,,,,
,,,,,,,,,0.0,,,113,1.0,0.0,1.506,0.0,5.0,5.0,5.0,1.0,purse_05s.jpg,tinsel_12s.jpg,,,,,,,
,,,,,,,,,,,,113,,,,,,,,,,,0.0,5.0,5.0,5.0,1.0,new2backpresent_6_4.xlsx,new2back_compare_task_6_4.xlsx
0.0,1.0,0.948,0.0,0.0,0.0,0.0,1.0,butter_14s.jpg,0.0,Blue.png,1.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.06,0.0,1.0,1.0,1.0,1.0,butter_14s.jpg,0.0,Purple.png,1.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,0.609,0.0,2.0,2.0,2.0,1.0,butter_14s.jpg,1.0,Red.png,1.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.739,0.0,3.0,3.0,3.0,1.0,stamp2_08s.jpg,0.0,Orange.png,1.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.802,0.0,4.0,4.0,4.0,1.0,kangaroo_02s.jpg,0.0,Yellow.png,1.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.862,0.0,5.0,5.0,5.0,1.0,camcorder_10s.jpg,0.0,Green.png,1.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.66,0.0,6.0,6.0,6.0,1.0,bank_06s.jpg,0.0,Blue.png,2.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.693,0.0,7.0,7.0,7.0,1.0,gear_07s.jpg,0.0,Purple.png,2.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,0.989,0.0,8.0,8.0,8.0,1.0,bank_06s.jpg,1.0,Red.png,2.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.739,0.0,9.0,9.0,9.0,1.0,funnel_01b.jpg,0.0,Orange.png,2.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.685,0.0,10.0,10.0,10.0,1.0,poinsettia_04s.jpg,0.0,Yellow.png,2.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,0.825,0.0,11.0,11.0,11.0,1.0,funnel_01b.jpg,1.0,Green.png,2.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.648,0.0,12.0,12.0,12.0,1.0,rooster_03s.jpg,0.0,Blue.png,3.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.738,0.0,13.0,13.0,13.0,1.0,denture_03s.jpg,0.0,Purple.png,3.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.752,0.0,14.0,14.0,14.0,1.0,bean_06s.jpg,0.0,Red.png,3.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.641,0.0,15.0,15.0,15.0,1.0,mud_13s.jpg,0.0,Orange.png,3.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.689,0.0,16.0,16.0,16.0,1.0,keyhole_03s.jpg,0.0,Yellow.png,3.0,113,,,,,,,,,,,,,,,,,
1.0,0.0,0.894,0.0,17.0,17.0,17.0,1.0,bean_06s.jpg,0.0,Green.png,3.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.645,0.0,18.0,18.0,18.0,1.0,bank_06s.jpg,0.0,Blue.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.829,0.0,19.0,19.0,19.0,1.0,pomegranate_04s.jpg,0.0,Purple.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.41,0.0,20.0,20.0,20.0,1.0,chopsticks_08s.jpg,0.0,Red.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.22,0.0,21.0,21.0,21.0,1.0,contact_lens_15s.jpg,0.0,Orange.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.989,0.0,22.0,22.0,22.0,1.0,hydrant_10s.jpg,0.0,Yellow.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.688,0.0,23.0,23.0,23.0,1.0,gingerbread_man_03s.jpg,0.0,Green.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.162,0.0,24.0,24.0,24.0,1.0,camcorder_10s.jpg,0.0,Blue.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.212,0.0,25.0,25.0,25.0,1.0,teabag_12s.jpg,0.0,Purple.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.313,0.0,26.0,26.0,26.0,1.0,radiator_05s.jpg,0.0,Red.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.834,0.0,27.0,27.0,27.0,1.0,punch1_10s.jpg,0.0,Orange.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.427,0.0,28.0,28.0,28.0,1.0,mailbox_11s.jpg,0.0,Yellow.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.589,0.0,29.0,29.0,29.0,1.0,beaker_01b.jpg,0.0,Green.png,5.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,1.069,0.0,30.0,30.0,30.0,1.0,mailbox_11s.jpg,1.0,Blue.png,6.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.943,0.0,31.0,31.0,31.0,1.0,pipe1_10s.jpg,0.0,Purple.png,6.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,0.591,0.0,32.0,32.0,32.0,1.0,mailbox_11s.jpg,1.0,Red.png,6.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,1.238,0.0,33.0,33.0,33.0,1.0,pipe1_10s.jpg,1.0,Orange.png,6.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.681,0.0,34.0,34.0,34.0,1.0,eyedropper_12s.jpg,0.0,Yellow.png,6.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.627,0.0,35.0,35.0,35.0,1.0,rhubarb_03s.jpg,0.0,Green.png,6.0,113,,,,,,,,,,,,,,,,,
,,,,,,,,,0.0,,,113,0.0,1.0,1.782,0.0,0.0,0.0,0.0,1.0,mud_13s.jpg,rooster_03s.jpg,,,,,,,
,,,,,,,,,1.0,,,113,1.0,1.0,1.131,0.0,1.0,1.0,1.0,1.0,chopsticks_08s.jpg,gingerbread_man_03s.jpg,,,,,,,
,,,,,,,,,0.0,,,113,1.0,0.0,1.336,0.0,2.0,2.0,2.0,1.0,beaker_01b.jpg,radiator_05s.jpg,,,,,,,
,,,,,,,,,0.0,,,113,0.0,1.0,1.682,0.0,3.0,3.0,3.0,1.0,teabag_12s.jpg,hydrant_10s.jpg,,,,,,,
,,,,,,,,,0.0,,,113,1.0,0.0,1.153,0.0,4.0,4.0,4.0,1.0,denture_03s.jpg,poinsettia_04s.jpg,,,,,,,
,,,,,,,,,1.0,,,113,0.0,0.0,1.051,0.0,5.0,5.0,5.0,1.0,kangaroo_02s.jpg,gear_07s.jpg,,,,,,,
,,,,,,,,,,,,113,,,,,,,,,,,0.0,6.0,6.0,6.0,1.0,new2backpresent_7_4.xlsx,new2back_compare_task_7_4.xlsx
0.0,1.0,0.925,0.0,0.0,0.0,0.0,1.0,lamppost_09s.jpg,0.0,Blue.png,1.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.779,0.0,1.0,1.0,1.0,1.0,jewel_01b.jpg,0.0,Purple.png,1.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.798,0.0,2.0,2.0,2.0,1.0,tuxedo_01b.jpg,0.0,Red.png,1.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.664,0.0,3.0,3.0,3.0,1.0,flip_flop_03s.jpg,0.0,Orange.png,1.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.733,0.0,4.0,4.0,4.0,1.0,medal_04s.jpg,0.0,Yellow.png,1.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,0.973,0.0,5.0,5.0,5.0,1.0,flip_flop_03s.jpg,1.0,Green.png,1.0,113,,,,,,,,,,,,,,,,,
1.0,0.0,1.033,0.0,6.0,6.0,6.0,1.0,tuxedo_01b.jpg,0.0,Blue.png,2.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,1.545,0.0,7.0,7.0,7.0,1.0,flip_flop_03s.jpg,1.0,Purple.png,2.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.955,0.0,8.0,8.0,8.0,1.0,fireworks_18s.jpg,0.0,Red.png,2.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.781,0.0,9.0,9.0,9.0,1.0,squirt_gun_03s.jpg,0.0,Orange.png,2.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.154,0.0,10.0,10.0,10.0,1.0,flip_flop_03s.jpg,0.0,Yellow.png,2.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.732,0.0,11.0,11.0,11.0,1.0,puffin_19s.jpg,0.0,Green.png,2.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.265,0.0,12.0,12.0,12.0,1.0,tuxedo_01b.jpg,0.0,Blue.png,3.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.066,0.0,13.0,13.0,13.0,1.0,tuxedo_01b.jpg,0.0,Purple.png,3.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.787,0.0,14.0,14.0,14.0,1.0,snowman_02s.jpg,0.0,Red.png,3.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.79,0.0,15.0,15.0,15.0,1.0,cucumber_07s.jpg,0.0,Orange.png,3.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.706,0.0,16.0,16.0,16.0,1.0,plug_08s.jpg,0.0,Yellow.png,3.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,0.95,0.0,17.0,17.0,17.0,1.0,cucumber_07s.jpg,1.0,Green.png,3.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.124,0.0,18.0,18.0,18.0,1.0,puffin_19s.jpg,0.0,Blue.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.805,0.0,19.0,19.0,19.0,1.0,fondue_07s.jpg,0.0,Purple.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.684,0.0,20.0,20.0,20.0,1.0,lasagna_06s.jpg,0.0,Red.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.651,0.0,21.0,21.0,21.0,1.0,eiffeltower.jpg,0.0,Orange.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.993,0.0,22.0,22.0,22.0,1.0,outlet_10s.jpg,0.0,Yellow.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.668,0.0,23.0,23.0,23.0,1.0,cape_11s.jpg,0.0,Green.png,4.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.627,0.0,24.0,24.0,24.0,1.0,marshmallow_08s.jpg,0.0,Blue.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.546,0.0,25.0,25.0,25.0,1.0,racehorse_03s.jpg,0.0,Purple.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.628,0.0,26.0,26.0,26.0,1.0,aluminum_foil_08s.jpg,0.0,Red.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.723,0.0,27.0,27.0,27.0,1.0,spoon02a.jpg,0.0,Orange.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.588,0.0,28.0,28.0,28.0,1.0,padlock_07s.jpg,0.0,Yellow.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.582,0.0,29.0,29.0,29.0,1.0,solar_panel_02s.jpg,0.0,Green.png,5.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.613,0.0,30.0,30.0,30.0,1.0,turtleneck_11s.jpg,0.0,Blue.png,6.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.685,0.0,31.0,31.0,31.0,1.0,pocketknife_12s.jpg,0.0,Purple.png,6.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.127,0.0,32.0,32.0,32.0,1.0,pocketknife_12s.jpg,0.0,Red.png,6.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.718,0.0,33.0,33.0,33.0,1.0,quill_09s.jpg,0.0,Orange.png,6.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.266,0.0,34.0,34.0,34.0,1.0,quill_09s.jpg,0.0,Yellow.png,6.0,113,,,,,,,,,,,,,,,,,
1.0,0.0,0.591,0.0,35.0,35.0,35.0,1.0,pocketknife_12s.jpg,0.0,Green.png,6.0,113,,,,,,,,,,,,,,,,,
,,,,,,,,,0.0,,,113,0.0,1.0,1.541,0.0,0.0,0.0,0.0,1.0,cape_11s.jpg,lasagna_06s.jpg,,,,,,,
,,,,,,,,,0.0,,,113,1.0,0.0,1.583,0.0,1.0,1.0,1.0,1.0,padlock_07s.jpg,racehorse_03s.jpg,,,,,,,
,,,,,,,,,1.0,,,113,0.0,0.0,1.728,0.0,2.0,2.0,2.0,1.0,spoon02a.jpg,turtleneck_11s.jpg,,,,,,,
,,,,,,,,,0.0,,,113,0.0,1.0,1.568,0.0,3.0,3.0,3.0,1.0,marshmallow_08s.jpg,eiffeltower.jpg,,,,,,,
,,,,,,,,,0.0,,,113,1.0,0.0,1.357,0.0,4.0,4.0,4.0,1.0,medal_04s.jpg,jewel_01b.jpg,,,,,,,
,,,,,,,,,1.0,,,113,1.0,1.0,1.479,0.0,5.0,5.0,5.0,1.0,plug_08s.jpg,fondue_07s.jpg,,,,,,,
,,,,,,,,,,,,113,,,,,,,,,,,0.0,7.0,7.0,7.0,1.0,new2backpresent_8_4.xlsx,new2back_compare_task_8_4.xlsx
0.0,1.0,1.604,0.0,0.0,0.0,0.0,1.0,footprint_11s.jpg,0.0,Blue.png,1.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.695,0.0,1.0,1.0,1.0,1.0,coffee_filter_10s.jpg,0.0,Purple.png,1.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,1.072,0.0,2.0,2.0,2.0,1.0,coffee_filter_10s.jpg,0.0,Red.png,1.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,0.968,0.0,3.0,3.0,3.0,1.0,coffee_filter_10s.jpg,1.0,Orange.png,1.0,113,,,,,,,,,,,,,,,,,
1.0,1.0,1.192,0.0,4.0,4.0,4.0,1.0,coffee_filter_10s.jpg,1.0,Yellow.png,1.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.659,0.0,5.0,5.0,5.0,1.0,gargoyle_08s.jpg,0.0,Green.png,1.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.624,0.0,6.0,6.0,6.0,1.0,candy_cane_06s.jpg,0.0,Blue.png,2.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.649,0.0,7.0,7.0,7.0,1.0,toad_09s.jpg,0.0,Purple.png,2.0,113,,,,,,,,,,,,,,,,,
0.0,0.0,0.566,0.0,8.0,8.0,8.0,1.0,candy_cane_06s.jpg,1.0,Red.png,2.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.781,0.0,9.0,9.0,9.0,1.0,pumpkin_03s.jpg,0.0,Orange.png,2.0,113,,,,,,,,,,,,,,,,,
0.0,1.0,0.771,0.0,10.0,10.0,10.0,1.0,dashboard_02s.jpg,0.0,Yellow.png,2.0,113,,,,,,,,,,,,,,,,,
